#Country Name: Please see filename.

graphical_culture = westerngfx

color = { 250  236  127 }

revolutionary_colors = { 5  8  5 }

historical_idea_groups = {
	exploration_ideas
	Dragon "El Atrevido" "El Espedarte" "El Mestuo la Solidade" "El Neptuno" "El Orely y los Tres Amigos" "El Savador" "Virgen del Carmen" Elise Elizabet Empresa
	Encantadora Encarnacion Eolo Escariotte Esmeralda Espaciosa Espana Esperanza Estrella "Estrella del Mar" "Estrella del Norte" Europa Experimento Extremena Fama
	"Fama Volante" Felicidad Felix Fenix Ferme "Fernando VII" Ferrolana Fidela Finisterre Firme Firmeza Flecha Flora Fuerte "Fuerte de Gibraltar" Furia "Galera de Espana"
	"Galera Victoria" Galga "Galgo de Andalucia" Galicia Gallardo "Gallo Indiano" Gamo Garzota Gavilan Genovesa Gibraltar Giganta Gineto Gitano Gloria Glorioso Golondrina
	"Gran Princesa de los Cielos" Grana Griega Guerrero Guipuscoana Gusana Halcon Hector Hercules Hermione "Hermosa Mariana" Heroe Huron Hidra Iberia Ibicenco Ifigenia
	"Emperador Alejandro" Impomenes Incendio Invencible Indagadora Industria "Infanta Amalia" "Infanta Carlotta" Infante "Infante Don Carlos" "Infante Don Pelayo"
	Intrepido Iris Isabel "Isabel II" Isabela "Jardin de Triton" Jason Jose Juliana Juno Jupiter Justica Justina "La Animas Sola" "La Duquesa" "La Ferme" Lealtad
	Lebrel Leon "Leon Coronado" Libra Liebre Ligera "Leon de Oro" "Los Dos Azares" "Los Magalianes" Luisa "Luisa Fernanda" "Ntra. Sra. Del Pueblo" Magica Magnanimo
	Mahonesa Mallorquin Malta Maria "Maria Francisca" "Maria Isabel" Marte Mazerredo Medea Medusa Mejicano Menorquin Mercedes Mercurio Minerva Minno Monarca Montanes
	Murciano Neptuno "Neptuno Dios de Las Mares" Nereida "Ntra. Sra. de Africa" "Ntra. Sra. de Aranzazu" "Ntra. Sra. de Asuncion" "Ntra. Sra. de Atocha"
	"Ntra. Sra. de Begonna" "Ntra. Sra. de Belen" "Ntra. Sra. de Bignonia" "Ntra. Sra. de los Buenos Aires" "Ntra. Sra. de Buenos Aires y San Juan Nepumeceno"
	"Ntra. Sra. de Choro" "Ntra. Sra. de Covadonga" "Ntra. Sra. de Gracia" "Ntra. Sra. de Guadalupe" "Ntra. Sra. de la Almudena" "Ntra. Sra. de la Almudena y San Cayetano"
	"Ntra. Sra. de la Anunciacion" "Ntra. Sra. de la Candelaria" "Ntra. Sra. de la Caridad" "Ntra. Sra. de la Concepcion" "Ntra. Sra. de la Concepcion y las Animas"
	"Ntra. Sra. de la Esclavitud" "Ntra. Sra. de la Guia" "Ntra. Sra. de la O" "Ntra. Sra. de la Paz" "Ntra. Sra. de la Piedad" "Ntra. Sra. de la Presentacion"
	"Ntra. Sra. de la Soledad" "Ntra. Sra. de las Mercedes" "Ntra. Sra. de las Vinas" "Ntra. Sra. de Loreto" "Ntra. Sra. de los Dolores" "Ntra. Sra. de l'Oves"
	"Ntra. Sra. de Misericordia" "Ntra. Sra. de Oilar" "Ntra. Sra. de Regia" "Ntra. Sra. del Carmen" "Ntra. Sra. del Carmen la Confianza"
	"Ntra. Sra. del Carmen y las Animas" "Ntra. Sra. del Carmen y San Antonio" "Ntra. Sra. del Carmino" "Ntra. Sra. del Corlylas" "Ntra. Sra. de la Humildad"
	"Ntra. Sra. del Pilar" "Ntra. Sra. del Pilar y Animas" "Ntra. Sra.del Puerto San Buenaventura" "Ntra. Sra. del Pueblo" "Ntra. Sra. del Rosario"
	"Ntra. Sra. y San Jose" "Nueva Africa" "Nueva Espana" "Nuevo Invencible" Numancia Oriente Orquijo "Pacto de Familia" Palas "Paloma India" Palomo Patagon Patriota
	Patrona Paz Pena Penada Peregrina Perfecta Perla "Perla Vizcaina" "Perla de Espana" Peruano Pezuela "Pinque Pintado" "Pinque Volante" Piuma Poder Poderoso
	"Porto Coeli" "Posta de Caraccas" Postillon Potencia Preciosa "Princesa de la Paix" Principe "Principe de Asturias" "Principe de la Paz" "Principe Eugenio" Pronta
	Proserpina Providencia Prudencia Prueba Puertorriqueno "Purisima Concepcion" Quijote Raposa Rayo "Real Carlos" "Real Familia" "Real Felipe" "Real Fenix" "Real Jorge"
	"Real Mari" Rebeca Reina "Reina Dona Isabel II" "Reina Luisa" "Reina Maria Cristina" "Reina Maria Isabel" Resolucion Restauracion Retiro "Rey Don Francisco de Asis"
	Ritta Rosario Rubi "Sacra Familia" Saeta Salvador "Salvador del Mundo" "San Alejandro" "San Andres" "San Antonio" "San Antonio de Padua" "San Antonio y Animas"
	"San Antonio y Animas la Fortuna" "San Augustin" "San Bernando" "San Blas" "San Bruno" "San Carlos" "San Cayetano" "San Cristo" "San Cristo del Paldo"
	"San Cristo y Portal" "San Christophe" "San Cristobal" "San Damaso" "San Diego" "San Dimas" "San Elmo" "San Eloy" "San Esteban" "San Esteban Apedrado"
	"San Eugenio" "San Felipe" "San Felipe Apostol" "San Felix de Cantalicio" "San Felix de Castilla" "San Felix de Socorro" "San Fermin" "San Fernando"
	"San Fernando el Chico" "San Foit" "San Francisco" "San Francisco de Asis" "San Francisco de Borja" "San Francisco de Paula" "San Francisco Javier"
	"San Francisco la Panla" "San Francisco Xavier" "San Francisco y San Antonio de Padua" "San Fulgencio" "San Gabriel" "San Genaro" "San German" "San Gibilan"
	"San Giovanni" "San Gregorio" "San Hermenegildo" "San Idefonso" "San Ignacio" "San Isidoro" "San Isidro" "San Jenaro" "San Jeronimo" "San Joaquin" "San Jorge"
	"San Jose" "San Jose el Africa" "San Jose" "San Jose de Victoria" "San Jose y Animas" "San Juan" "San Juan Bautista" "San Juan de Pomosana" "San Juan el Chico"
	"San Juan Evangelista" "San Juan Nepomuceno" "San Julian" "San Justo" "San Lauren" "San Leandro" "San Leon" "San Lino" "San Lorenzo" "San Luis" "San Luis Beltran"
	"San Luis Gonzaga" "San Marcos" "San Martin" "San Mateo" "San Miguel" "San Miguel el Volante" "San Miguel y Acandoa" "San Narciso" "San Nicolas" "San Nicolas de Bari"
	"San Noberta" "San Pablo" "San Pacora" "San Pascual Bailon" "San Pedro" "San Pedro Apostol" "San Pedro de Alcantara" "San Pedro y Animas" "San Pedro y Fransisco"
	"San Pio" "San Rafael" "San Raymundo" "San Ramon" "San Rosendo" "San Salvator" "San Sebastian" "San Sebastian y las Animas" "San Telmo" "San Trinidad y Joroe"
	"San Vicente Ferrer" "San Vincente" "San Yago a Horcajadas" "San Zenon" "Sancta Justa Rufina" Sanguineto "Santa Amalia" "Santa Ana" "Santa Barbara" "Santa Bibiana"
	"Santa Brigida" "Santa Casilda" "Santa Catalina" "Santa Cecilia" "Santa Clara" "Santa Cruz" "Santa Dorotea" "Santa Elena" "Santa Escolastica" "Santa Familia"
	"Santa Florentina" "Santa Gertrudis" "Santa Ines" "Santa Isabel" "Santa Jose y Ntra. Sra. de Begoyna" "Santa Justa" "Santa Leocadia" "Santa Levivate y Aniiniums"
	"Santa Lucia" "Santa Magdalena" "Santa Margarita" "Santa Maria" "Santa Maria de la Cabeza" "Santa Maria de Tezanos y las Animas" "Santa Maria Magdalena" "Santa Marta"
	"Santa Matilda" "Santa Monica" "Santa Natalia" "Santa Paula" "Santa Perpetua" "Santa Rita" "Santa Rosa" "Santa Rosalia" "Santa Rosalia de Palermo"
	"Santa Rosalia Golondrina" "Santa Rufina" "Santa Sabina" "Santa Susana" "Santa Tecla" "Santa Teresa" "Santa Teresa" "Santa Teresa de Jesus" "Santa Teresa de Napoles"
	"Santa Victoria" "Santa Isabel" Santiago "Santiago Apostol" "Santiago de America" "Santisima Trinidad" "Santisima Trinidad y Ntra. Sra. del Buen Fin"
	"Santisimo Sacramento" "Cristo de San Roman" "Santo Domingo" "Santo Tomas" "Santo Toribio de Mogrobejo" Sebastiana "Segunda Amistad" Selerais "Senora Sara"
	Septentrion Serio Serpadon Severno Sevillana Sirena Soberano Soberbio Sorpresa Susana Teresa Terrible Tetis Tigre "Tomas y Maria" Travela Tridente Trinidad
	Triunfante Triunfo Unicornio Valenciano Valiente Velasco Veloz "Veloz Pasajero" Vencendor Vengador Venganza Ventura Venus Victoria Victorioso Vigilante
	"Villa de Bilbao" Vincejo "Virgen de Soledad" "Virgen del Carmen" "Virgen del Rosario" Viva Vivaz Vivo Volador Volante Volario
}


army_names = {
	"Guardia Real" "Ejercito de $PROVINCE$"
}

fleet_names = {
	"Armada Real"	"Flota de $PROVINCE$"
}

